Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
LAAYOUNE ESSORT (STE)," transformation d'aliments de betail, production d'eau de batteries et de radiateurs, mise en bouteille de produit phytosanitaire", Bd Des Fa Sn,Laayoune,27.162629 : -13.200955, 1539,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 200 000 
LAROCHE ET CIE (ETS), tout ce qui concerne la photographie et la cinematographie, 2 Bd Du Fouarat,Casablanca,33.579445 : -7.56152, 24343,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 250 
TRANSBALADY, transport de voyageurs, Bd Zellaka Angle Beni Amir,Khouribga,, 715,Tribunal de Khouribga,,Succursale, 100 000 
TRAVEL OFF ROAD-TOR, transport touristique, Mansour Eddahbi Appt. 3 1er Etage,Ouarzazate,30.922016 : -6.907825, 869,Tribunal de Ouarzazate,,Societe a Responsabilite Limitee, 1 000 000 
MAROC IMMOBILIER ET COMMERCIAL (STE LE), creation de porte-feuille commission representation et toutes affaires s'y rattachant, Anfa Superieur Dar Estaada,Casablanca,33.589333 : -7.666085, 3239,Tribunal de Casablanca,,Societe Anonyme, 10 000 
CYVISSE (STE), marchand d'epicerie en gros, 18-19 Kissariat Cyrisse Place Lavictoire,Casablanca,33.533333 : -7.583333, 47691,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
TRAGELOC (TRAGELOC), toutes operations de transport genie civil terrassement tous travaux de terrassement d'assainissement l'exploitation des carrieres etc, Route 107 Km7,Casablanca,33.533333 : -7.583333, 867,Tribunal de Mohammedia,,Societe Anonyme, 100 000 
GENERALE DE L'HYDRAUPHE MECANIQUE (GENYMEC), vente de pieces detachees, Rue 8 Quartier De La Marche Verte N20,Beni Mellal,32.341397 : -6.335513, 277,Tribunal de Beni Mellal,,Societe Anonyme, 500 000 
ECOLES NOTRE DAME DE CASABLANCA, enseignement primaire, Rue Tizi Ouzli N 23 Allee Jean D'arc Ain Sebaa,Ain-Sebaa (AR),33.601564 : -7.545368, 44063,Tribunal de Casablanca, 000102720000081,Societe a Responsabilite Limitee, 3 000 000 
MAROCAINE DE DEVELOPPEMENT INDUSTRIEL (STE) (SMADI)," achat, vente, importation, exploitation de reseaux de vente, commercialisation sous toutes ses formes de vehicules automobiles de tourisme...", 16 Rue De Foucault,Casablanca,33.59673 : -7.61523, 27547,Tribunal de Casablanca,,Societe Anonyme, 10 000 
PAPIER FACONNE (STE LE), transformation du papier et carton en objets manufactures vente en gros, 13 Bd Ibn Tachfine,Casablanca,33.58416 : -7.57206, 7895,Tribunal de Casablanca,,Societe Anonyme, 80 000 
STE UNION CENTRALE POUR TRAVAUX DIVERS ET BATIMENT (UNTRADIBA), construction et travaux divers, Bloc 1 N 11 Anza Bp 5740,Agadir (M),30.428838 : -9.576654, 12087,Tribunal de Agadir, 001460211000050,Societe a Responsabilite Limitee, 10 000 
TINGAS (L'OEUF)," vente, achat produits artheoles", 739 Route De Mediouna Appt 2,Casablanca,33.564944 : -7.595563, 45039,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
CONFECTION RONQUOISE (STE), fabricant de vetements confectionnes, Bloc Tv N59 Tsf Cym,Rabat,33.995294 : -6.866454, 29371,Tribunal de Rabat,,Societe a Responsabilite Limitee, 50 000 
BENIMAX DIFFUSION, exploitant atelier tissage et confection, N13 Rue Kebbour El Mengade,Fes,34.036095 : -4.993365, 15577,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000 
FREDERIC (STE), commerce de tous articles de chemiserie et bonneterie et de confection pour hommes et femmes, 5 Rue Nolly,Casablanca,33.58694440000001 : -7.6111111000000164, 24841,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 
CONTROLE ET D'ADMINISTRATION FIDUCIAIRE (STE DE)," regie, gerance, surveillance controle de biens et affaires", 129 Bd Du Marechal Petain,Casablanca,33.58694440000001 : -7.6111111000000164, 653,Tribunal de Casablanca,,Societe Anonyme, 7 750 000 
SOMARESCIM (SOMARESCIM), la commercialisation de produits ou marchandises de toutes nature de tous materiels materiaux l'achat la vente en gros ou en detail..., 48 Bd Ba Hmad,Casablanca,33.59191 : -7.58951, 50271,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MAROCAINE D'IMPORT EXPORT (LA) (MIMEX), import-export de tous produits matieres premieres produits semi-finis ou finis, 6 Rue Caporal Gastons,Casablanca,33.58694440000001 : -7.6111111000000164, 28141,Tribunal de Casablanca,,Societe Anonyme, 60 000 
SOCIETE NAFAD," travaux divers, tous travaux necessaire pour la construction, tous ouvrages de genie civil (installation telephonique, electrique..)", Secteur 11 N15 Hay Salam,Sale,34.035536 : -6.787383, 4375,Tribunal de Sale,,Societe en Nom Collectif, 30 000 
NEGOCE UNITED, negociant, 208 Bloc H Ouled Oujih,Kenitra,34.257394 : -6.590154, 29787,Tribunal de Kenitra,,Societe en Nom Collectif, 60 000 
CITROPRIM (STE) (CITROPRIM)," achat, vente, courtage, commission, representation de tous fruits et primeurs", 390 Bd Mohammed V,Casablanca,33.58694440000001 : -7.6111111000000164, 27673,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
PRIMFRANCE MAROC, commerce import export de tous produits, 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 16173,Tribunal de Casablanca,,Societe Anonyme, 100 000 
DISTRIBUTION DE ROULEMENTS (STE DE) (DR)," l'achat la vente le traitement impo exp de tous minerais,metaux matieres...", 3 Rue Du Lieutenant Sylvestre,Casablanca,33.589869 : -7.601999, 33099,Tribunal de Casablanca,,Societe Anonyme, 8 000 000 
M'HAMID OASIS (STE)," restaurant, lotissement, transport touristique...", 122 Zankat Saousan Hay Nakhil,Ouarzazate,30.919091 : -6.903823, 33,Tribunal de Zagora,,Societe a Responsabilite Limitee, 100 000 
VIGNIER (COURS), cours technique commercial et professionnel travaux a facon de machines et fournitures pour les cours et travaux, Boulevard De La Republique,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2315,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 50 000 
TIFALOM (TIFALOM), entrepreneur de travaux divers (travaux agricoles), Rue D Na4 Villa Oulaya,Kenitra,34.239201 : -6.552693, 24949,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 50 000 
BON CAFE (LA MAISON DU)," marchand de cafe en demi-gros, reparateur d'appareils electriques", 5 Av Abou Bakr Seddik Vn,Fes,34.04562 : -5.0053, 16517,Tribunal de Fes,,Societe a Responsabilite Limitee, 50 000 
SOCIETE DE TRAVAUX AL MOUJTAHID, travaux divers, N1748mantaqua Moutahara,Kenitra,34.257394 : -6.590154, 30887,Tribunal de Kenitra, 000017547000076,Societe a Responsabilite Limitee a Associe Unique, 10 000 
JOULLANAR (JOULLANAR), effectuant achat et vente d'immeubles, Rue Bayrouth N26,Agadir-Ida Ou Tanane,31.12001849999999 : -6.067919399999937, 1471,Tribunal de Agadir,,Societe Anonyme, 10 000 
CONTINENTALE DES INDUSTRIES AGRICOLES (COMPAGNIE), toutes operations commerciales et industrielles notamment la fabrication et la vente de toutes substances, Quartier Industriel Route N184,Kenitra,34.257394 : -6.590154, 8637,Tribunal de Rabat,,Societe a Responsabilite Limitee, 2 500 000 
HICHAM SAKANE, promotion a la construction d'immeubles, 323 Bd Moulay Ismail Casablanca,Casablanca,33.58694440000001 : -7.6111111000000164, 99047,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 000 000 
