Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
MAROCAINE DE CONSTRUCTION D'ENTREPOTS FRIGORIFIQUES ET D'INSTALLATION DE CLIMATISATION (STE) (PROMOFROID MAGHREB)," etude et elaboration de tous projets de construction d'entrepot frigorifique, appareillage de conditionnement d'air etc", 18 Rue De Vimy Belvedere,Casablanca,33.59592 : -7.59211, 34543,Tribunal de Casablanca,,Societe Anonyme, 300 000 
ABBI AGRI CONSULT," construction et genie civile, import export", Bd Moulay Youssef Residence Badr 3eme Etage N 11,Tanger-Assilah,35.770621 : -5.809916, 27325,Tribunal de Tanger, 001452389000075,Societe a Responsabilite Limitee a Associe Unique, 100 000 
MOTORISATION MODERNE (STE), commerce de vehicules motorises, 6 Rue Layris Vergez,Casablanca,33.591606 : -7.585802, 21763,Tribunal de Casablanca,,Societe Anonyme, 20 000 
REBOISEMENT ET EXPLOITATION DE PRODUITS FORESTIERS (SOREPFOR), travaux et genie forestiers, 17bis Boulevard Moulay Youssef,Oujda-Angad,34.672566 : -1.922087, 13987,Tribunal de Oujda,,Societe a Responsabilite Limitee, 10 000 
NUTRICOLA BOTTING COMPANY OF CASABLANCA, importation de tous les produits fabriques par societe nutricola de new york, Rue Georges Mercie,Casablanca,33.58694440000001 : -7.6111111000000164, 9827,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
TEXFIL (TEXFIL), industrie textile, 19 Avenue My Ismail,Tanger-Assilah,35.769324 : -5.804487, 2861,Tribunal de Tanger,,Societe a Responsabilite Limitee, 1 000 000 
ESE NOUVELLE DE CONCASSAGE ET DE TRAVAUX PUBLICS (ENCT )," exploitant de carrieres, entrepreneur de travaux divers et publics ou construction"," 614 Bd Aba Chouaib Doukkali, Drissia 1",Casablanca,33.566424 : -7.587959, 40103,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
BAB BERRET, commerce d'equipements automobiles, Av Mohamed V Route Al Hoceima Bab Berret,Chefchaouen,34.996788 : -4.886372, 139,Tribunal de Chefchaouen, 001526000000011,Societe a Responsabilite Limitee, 100 000 
ZINEB ALUMINIUM, entrepreneur de menuiserie aluminium, Amal 3 Rue 13 N67,Casablanca,33.5716089139 : -7.5929500758, 68757,Tribunal de Casablanca,,Societe Anonyme, 100 000 
CHAOUIA (COMPTOIR AGRICOLE DE LA) (CACH), toutes operations concernant achat vente import-export de toutes marchandises, Bir Djedid Chavent Km 46 Route De Casa Mazagan,Casablanca,33.596457 : -7.615478, 16239,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 2 800 000 
PUBLI ART, publicite sous toutes ses formes, 3 Rue Ibn Batouta,Rabat,34.008889 : -6.838802, 22411,Tribunal de Rabat,,Societe a Responsabilite Limitee, 15 000 
TRIACH DJAJ KOUL RAZKAK, marchand de volailles en gros, Rue Sbaa Ayoune N17bis La Villette,Casablanca,33.59365 : -7.57787, 74527,Tribunal de Casablanca, 001428650000052,Societe a Responsabilite Limitee, 100 000 
AUTO CORPORATION, commerce representation consignation commission courtage de tous produits se rapportant aux industries mecaniques exploitation de tous garages.., 45 Rue De La Republique,Rabat,34.019644 : -6.835078, 13753,Tribunal de Rabat,,Societe Anonyme, 135 000 000 
NOURA DISTRIBITION," distribution de tous produits cosmetiques, parfumerie et tous autres produits similaires"," 308, Rue 200 Groupe K Cite Oulfa",Casablanca,33.550654 : -7.67657, 98375,Tribunal de Casablanca, 000013868000081,Societe a Responsabilite Limitee, 100 000 
BENTALHA EQUIPEMENT," travaux divers tous corps d'etat; - la construction, le batiment; - la commercialisation, l'achat, la vente, la diffusion, etc"," Lot N 52, Lotissement Essalam",Deroua,33.374634 : -7.541537, 3593,Tribunal de Berrechid, 001548117000081,Societe a Responsabilite Limitee, 100 000 
CHAPON FRERES (STE), entreprise de tous travaux publics et particuliers..., 1 Rue Clemenceau,Casablanca,33.58694440000001 : -7.6111111000000164, 429,Tribunal de Casablanca,,Societe en Nom Collectif, 5 950 000 
MAROCAINE DE COMMERCE ATLANTIQUE (STE) (SOMARCA)," operations immobilieres, mobilieres financieres, associations, participations, exploitation", 88 Rue De Camiran,Casablanca,33.58694440000001 : -7.6111111000000164, 18619,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 
TADLA (STE ARBORICOLE DU) (SATA), fabrication et commerce du crin vegetal,N/A,N/A,33.596079 : -7.591296, 363,Tribunal de Casablanca,,Societe Anonyme, 1 625 000 
IMMOBILIERE TARIFA, toutes operations immobolieres acquisitions et ventes de terrains batis ou non leur revente edification exploitations par bail des immeubles..., 1 Rue De Lahaye,Tanger-Assilah,35.775585 : -5.807925, 5,Tribunal de Tanger,,Societe Anonyme, 300 000 
OHZ COM, import export commercialisation et distribution., Bd Mokawama Imm Omar N 4,Mohammedia (M),33.702852 : -7.372212, 5951,Tribunal de Mohammedia,,Societe a Responsabilite Limitee a Associe Unique, 10 000 
NAFT ARABE (STE) (NAFTAR)," distribution de carrurants et lubrifiants, marchand ou intermediaire effectuant importation et exportation, marchand de carburant en gros", 148 Bd Ibn Tachfine Appt 1 1er Etage,Casablanca,33.58528 : -7.575, 36187,Tribunal de Casablanca,,Societe Anonyme, 100 000 
INTERNATIONAL DE REPRESENTATION ET DE COMMERCE (COMPTOIR) (CIRC), representation consignation de tous produits et marchandises, 47 Rue De Strasbourg,Casablanca,33.59215 : -7.61113, 16393,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 150 000 
MAROCAINE D'ENTREPRISE ELECTRIQUE (STE) (SOMELEC), entreprise d'installation electrique, 42 Rue Des Oudayas,Casablanca,33.585502 : -7.575717, 31315,Tribunal de Casablanca,,Societe Anonyme, 300 000 
MINOUE (STE AGRICOLE DE), exploitation agricole et autres actes s'y rapportant, Ouled Teima,Taroudannt,30.4669444 : -8.879999999999995, 2737,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 90 000 
TECHNOLOGIE DE MODELAGE ET PROCEDE INDUSTRIEL (TECHMODEL), entrepreneur de menuiserie, 160 Route Des Zenatas,Casablanca,33.533333 : -7.583333, 66869,Tribunal de Casablanca,,Societe Anonyme, 200 000 
MAROC (PROFIL BOIS)," fabrication, commercialisation des containers equipes construits en prefabriques metalliques ou bois a divers usages...", Jamaa Mokra Villa Saun,Tanger-Assilah,35.774495 : -5.81018, 2743,Tribunal de Tanger,,Societe Anonyme, 500 000 
ACDIM, tenant un bureau d'etudes (prestataires de services informatiques et telematiques, 13 Rue Oued Ziz N 4 Agdal,Rabat,34.015049 : -6.832719999999995, 46031,Tribunal de Rabat,,Societe a Responsabilite Limitee, 500 000 
OLIVIER DU MAROC (CIE), commerce de toutes marchandises et toutes operations quelconques import export, 65 Rue Dupleix,Casablanca,33.58694440000001 : -7.6111111000000164, 24681,Tribunal de Casablanca,,Societe Anonyme, 10 000 
MORAL (MORAL)," la fabrication, le negoce, la representation de marques de tous produits chimiques, cosmetiques, colorants, etc...", 123 Rue 4 Khalil Ii La Villette,Casablanca,33.586466 : -7.560805, 61765,Tribunal de Casablanca,,Societe Anonyme, 100 000 
REPMAC (REPMAC), reprsentation materiel auto et industrielle, 7 Rue De La Victoire,Settat,32.9998 : -7.617797, 85,Tribunal de Settat,,Societe Anonyme, 300 000 
MAROCAINE POUR L'APPROVISIONNEMENT DE LA ZONE NORD (STE) (SOMAZOMOR)," import-export, en general et plus particulierement achat et vente de produits minees notamment de charbon mineral et ses derives...", Rue De Taforalt,Oujda-Angad,34.68661 : -1.918925, 7013,Tribunal de Oujda,,Societe Anonyme, 1 000 000 
INFORMATIQUE (STE FORMATIONS ET APPLICATIONS GENERALES D') (FAGI), entrepreneur de travaux mecanographiques (photocopie et toutes operations se rattachant a l'informatique et ses applications, Imm Oualili N9 Residence Assabah Cym,Rabat,33.995294 : -6.866454, 30643,Tribunal de Rabat,,Societe Anonyme, 10 000 
REDA EXPORT, marchand exportateur, Ndeg 30 Avenue Du 2 Mars Quartier Industriel,Agadir (M),31.12001849999999 : -6.067919399999937, 2247,Tribunal de Agadir,,Societe Anonyme, 3 550 000 
LUX (ELECTRO), fabrication et vente d'appareils electriques, 273 Bd Mohamed V,Casablanca,33.593485 : -7.603666, 1579,Tribunal de Casablanca,,Societe Anonyme, 10 000 000 
DERSA CONSTRUCTION, travaux de construction, 77 Avenue Hassan Ii,Tetouan,35.56933 : -5.382505, 1559,Tribunal de Tetouan,,Societe Anonyme, 20 000 000 
3Z (3Z), distribution de tout produuits ou article, Rue Yacoub Mansour N159 Entree A 3eme Etage N10,Casablanca,33.586868 : -7.549524, 70135,Tribunal de Casablanca,,Societe Anonyme, 100 000 
INTERNATIONALE DE GESTION ET DE FINANCEMENT (CIE) (CIGAF), location acquisition de tous etablissements industriels ou commerciaux, 8 Rue De Moyon,Casablanca,33.58694440000001 : -7.6111111000000164, 17999,Tribunal de Casablanca,,Societe Anonyme, 50 000 
BISCUITERIE INDUSTRIELLE DU MOGHREB (BIMO)," fabrication et commercialisation de biscuits, gaufrettes et patisseries industrielles"," Rue E, Route 110 Boulevard Chefchaouni Ain Sebaa",Ain-Sebaa (AR),33.58694440000001 : -7.6111111000000164, 39395,Tribunal de Casablanca, 001514177000005,Societe Anonyme, 100 000 000 
SADIK BIHI ET FILS, assurances toutes branches credit auto, Avenue Hassan Ii,Agadir-Ida Ou Tanane,30.416292 : -9.595361, 725,Tribunal de Agadir,,Societe Anonyme, 10 000 
RACH FISH (STE)," peche en generale, commerce de poissons frais refrigires seches ou congeles et derives, unite de production traitement et herbes marines...", Sn Rue 34 Cite Administrative,Laayoune,27.159483 : -13.21507, 1549,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 100 000 
INFORMATIQUE ET BUREAUTIQUE (CENTRAL) (CINFOB)," marchand importateur, marchand de machine de bureau et ordinateurs materiel informatique en detail", 4 Rue Kairaouane,Rabat,34.014306 : -6.834927, 29889,Tribunal de Rabat,,Societe a Responsabilite Limitee, 25 000 000 
FLASH STE D'EDITIONS SPECIALISEES, edition de tous ouvrages ou documents a caractere non periodique, 1 Rue De Cernay,Casablanca,33.58694440000001 : -7.6111111000000164, 26719,Tribunal de Casablanca,,Societe Anonyme, 15 000 
WAFA PHONE," marchand exploitant teleboutique, parfumerie, import-export et export de tous materiels informatique et bureautique", 238 Bloc L Ouled Oujih,Kenitra,34.257394 : -6.590154, 27305,Tribunal de Kenitra,,Societe en Commandite Simple, 160 000 
REMCO INTERNATIONAL, import-export et negoce international," 30, Rue D'avesnes Imm. B 4e Etage",Casablanca,33.59455 : -7.60109, 97781,Tribunal de Casablanca, 001428506000060,Societe a Responsabilite Limitee, 1 000 000 
DI GIACOMO ET AZZARO (AMEUBLEMENT), fabrication et commerce de meubles, 190 Rue Aviation Francaise,Casablanca,33.58542 : -7.62096, 4077,Tribunal de Casablanca,,Societe en Nom Collectif, 25 000 
TRADIVIMEX, travaux divers import export, 43 Angle Rues El Amira Aicha Et Maamora Appt N 31,Kenitra,34.262989 : -6.579585, 30195,Tribunal de Kenitra, 000049232000024,Societe a Responsabilite Limitee, 100 000 
METTALICA MONTAGE, marchand effectuant import-export, Rue Hoummane El Fetouaki N55 Mag N20,Casablanca,33.58694440000001 : -7.6111111000000164, 80845,Tribunal de Casablanca,,Societe Anonyme, 500 000 
MARRAKECH (DE FABRICATION DE CHAUSSURES DE), fabrication de chaussures, Rue Abou Bakr Seddik Qi,Marrakech,31.626741 : -8.017598, 4609,Tribunal de Marrakech,,Societe Anonyme, 1 000 000 
OBLADI OBLADA, patisserie boulangerie, Bd Grande Ceinture Rue 8 Ndeg 40 Lot Mouahidine Hay Mohammadi,Casablanca,33.583825 : -7.556961, 117487,Tribunal de Casablanca, 000035798000059,Societe a Responsabilite Limitee, 100 000 
FOUILLE INDUSTRIELLE (STE LA), marchand effectuant import-export, Chemien Ds Dahlias Angle Chemin Des Galieuls Ain Sebaa,Casablanca,33.587757 : -7.54068, 68907,Tribunal de Casablanca, 000527906000009,Societe a Responsabilite Limitee, 40 000 
OXYGENE TOURS," transport touristique, la restauration dans toutes ses formes, l'organisation, l'execution, la preparation et la fourniture de toutes les prestations necessaires a la restauration et plus generalement, toutes operations commerciales, financieres, mobilieres ou immobilieres se rattachant directement", N 39 Rue Aglou Hay Salam,Agadir-Ida Ou Tanane,30.40316 : -9.552745, 10849,Tribunal de Agadir, 000075418000035,Societe a Responsabilite Limitee, 100 000 
MECHICHE ASSURANCES, agent d'assurances, Rue De La Maamora N48,Kenitra,34.2579 : -6.58231, 24945,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 400 000 
SAMOORA ENTREPRISES, import export produit materiel agricole," 22, Rue De La Holland",Tanger-Assilah,35.77889 : -5.814295, 14931,Tribunal de Tanger,,Societe Anonyme, 100 000 
CASA ROULEMENTS (STE)," marchand pieces detachees pour autos, marchand pieces detachees de cycles", 11 Rue Sfakes,Casablanca,33.586355 : -7.610235, 82249,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MAROC (STE COMPRESSEURS), commerce generale import export de tout materiel industriel d'enregistrement, 27 Rue De Rouen Casablanca,Casablanca,33.58694440000001 : -7.6111111000000164, 14393,Tribunal de Casablanca,,Societe Anonyme, 500 000 
AJDIR (STE TOURISTIQUE), agences de voyage, 5 Bd Hassan Ii,Al Hoceima,35.241242 : -3.93035, 6D,Tribunal de Alhoceima,,Societe Anonyme, 10 000 
PROMI (PROMI), fabrication et commerce de produits chimiques et industriels, 9 Rue Abou Moussa Al Jazouli,Casablanca,33.5843 : -7.64031, 43475,Tribunal de Casablanca,,Societe Anonyme, 10 000 
VIASUR, vente de viande en gros, Rue Abou Baker El Wahrani 80 La Villette 20300 Ain Sebaa,Ain-Sebaa (AR),33.58694440000001 : -7.6111111000000164, 139759,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
MAGHREBINES DE FOURAGE ( CONSTRUCTIONS) (COMAFOR)," ese de travaux publics, genie civil et batiment ainsi que l'exploitation de carrieres, execution de tous travaux de forages aussi bien pour....", Zone Industrielle Oukacha Rue E,Casablanca,33.601564 : -7.545368, 35563,Tribunal de Casablanca,,Societe Anonyme, 400 000 
DOMAINE LAGHDIRA DE L'ELEVAGE FERMUE LE VEAU D'OR, nourisseur de vaches, Amal 1 Rue 30 N37 1er Etage S/b,Casablanca,33.5700328844 : -7.59369731945, 89573,Tribunal de Casablanca,,Societe en Nom Collectif, 30 000 
CORSELEC (CORSELEC)," equipement electriques, electroniques", 57 Bd Abdallah Ben Yacine,Casablanca,33.58993 : -7.5965, 51175,Tribunal de Casablanca,,Societe Anonyme, 600 000 
ETUDE ET DE REALISATIONS DES TRAVAUX DE GENIE CIVIL D'ELECTRICITE ET DE TRAITEMENT DES EAUX (STE D') (SERGELTRE)," entrepreneur d'installations electriques, exploitant un ets pour la fabrication d'appareillage de traitement des eaux, marchand effectuant import-expo", Lotissement Abi Houraira N 10 Temara,Skhirate- Temara,33.929956 : -6.91434, 45181,Tribunal de Rabat, 001799154000054,Societe a Responsabilite Limitee, 200 000 
GESTION ET DE PROMOTION INDUSTRIELLE ET COMMERCIALE (CIE DE) (COGESPAR)," toutes operations financieres, commerciales industrielles minieres, agricoles, mobilieres et immobilieres", 83 Rue Emir Abdelkader,Casablanca,33.26244 : -8.5069, 955,Tribunal de Casablanca,,Societe Anonyme, 1 500 000 
AGREAGE DE SURVEILLANCE ET DE TRANSIT (STE D') (SAST), toutes operations de transit agreage surveillance transports maritimes terrestres aeriens et commerce de tous produits et marchandises, 296 Boulevard De La Gare,Casablanca,33.61094 : -7.52826, 16899,Tribunal de Casablanca,,Societe Anonyme, 100 000 
SUD (STE D'EQUIPEMENT GENERAL DE CONSTRUCTION DE) (SEGECOS), ese generale et vente de tous materiaux de construction, 8 Rue Mohamed El Hansali,Errachidia,31.9319444 : -4.42444439999997, 1013,Tribunal de Errachidia,,Societe a Responsabilite Limitee, 500 000 
ALTROIS (ALTROIS), realisation d'investissements financiers dans le domaine de l'industrie de l'aluminium gerer le portefeuille acquis etudier etc..., 48 Bd Ba Hmad,Casablanca,33.59191 : -7.58951, 41181,Tribunal de Casablanca,,Societe Anonyme, 5 500 000 
INTER SHOES, fabrication de chaussure," Zone Inustrielle Route De Tetouan, Allee 3 Lot 81",Tanger-Medina (AR),35.735182 : -5.765796, 23237,Tribunal de Tanger,,Societe a Responsabilite Limitee, 735 000 
MOHITE CHAUDRONNERIE, chaudronnier, Bloc 68 N51 Sidi Bernoussin,Casablanca,33.610869 : -7.504093, 81091,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
ANCHOR TAUK SERVICE, entreprise de reparation et d'entretien des navires, 2 Bd Des Almohades Les Chantiers Navals,Casablanca,33.599548 : -7.613775, 61589,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 60 000 
MAROCAINE TOURISTIQUE DE RESTAURATION BELFORT, l'exploitation et la gestion de restaurant touristiques, 26 Rue Belfort,Casablanca,33.58666 : -7.61477, 60685,Tribunal de Casablanca, 002153532000025,Societe Anonyme, 300 000 
LE SEUIL," - la promotion immobiliere, location, achat et vente immobiliere ainsi que toutes autres transactions mobilieres et immobilieres ; - la fourniture et pose de tout ce qui est menuiserie soit en bois soit en aluminium - toute operation de negoce ce soit vente en l'etat soit apres transformation de tout ce qui peut etre utile aux travaux de construction d'immeuble et a l'amenagement des appartements ; - vente en detail de produits alimentaires, quincailleries et autres produits divers ; la gestion des loyers ; toutes operations commerciales et de negoce afferentes aux activites d - dessus."," Magasin Ndeg2, Lotissement Bouizagaren, Lot 3 & 4, Residence L'oasis, Route De Safi,",Marrakech-Medina (AR),31.66922 : -8.039231, 28995,Tribunal de Marrakech, 001517001000096,Societe a Responsabilite Limitee, 600 000 
PRONA," traitement de l'information, la conception, etude, analyse programmation de tous travaux", 33 Avenue Mangin,Rabat,34.00199 : -6.84562, 22057,Tribunal de Rabat,,Societe Anonyme, 10 000 
CLARA (VILLA), exploitation d'un fond de commerce d'hotel restaurant, Rue Du Caporal Beaux,Casablanca,33.588715 : -7.61156, 2461,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 175 000 
MAROCAINE (MARBERIE), marbrerie, Rue De Pelvoux,Casablanca,33.58694440000001 : -7.6111111000000164, 22221,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 
EL SENSO PARA," toutes les operations commerciales se rapportant a la commercialisation de tout produit de parapharmacie, d'articles medicaux et orthopediques", Centre Commercial Elit Rue Tarik Ibnou Ziad,Marrakech,31.635327 : -8.011003, 23699,Tribunal de Marrakech, 001539996000031,Societe a Responsabilite Limitee, 10 000 
SEVITRA (SEVITRA), marchand effectuant importation et exportation, Avenue Al Istiqlal Appt 12 N42,Kenitra,34.2636 : -6.58141, 25863,Tribunal de Kenitra,,Societe Anonyme, 100 000 
ATLANTIC MENAGE," marchand importateur, marchand d'articles de menage", 75 Angle Rue Abdelkrim Diouri Et Rue Ibn Batouta,Casablanca,33.5922 : -7.61356, 150515,Tribunal de Casablanca, 000027296000014,Societe a Responsabilite Limitee, 1 000 000 
STE NATIONALE D'EQUIPEMENT ET DE CONSTRUCTION, entrepreneur de travaux divers ou construction, Au Ministere De L'habitat,Rabat,34.015049 : -6.832719999999995, 28163,Tribunal de Rabat,,Societe Anonyme, 150 300 000 
FORCE FER 19," reparation des appareils de chauffage, entretien des appareils de chauffage", 168-170 Ibnou El Ouannane Derb My Cherif,Casablanca,33.571117 : -7.6139, 78315,Tribunal de Casablanca, 000528005000052,Societe a Responsabilite Limitee, 200 000 
EREKA INDUSTRIE," l'etude, la fabrication, le montage, la peinture, la realisation et l'execution de tout ouvrage metallique etc"," 40, Rue Des Francais Roches Noires",Assoukhour Assawda (AR),33.601514 : -7.578239, 63275,Tribunal de Casablanca, 001704018000069,Societe a Responsabilite Limitee, 2 000 000 
YA KARIM DE PECHE (STE)," l'achat, la vente, la representation, la congelation, le traitement, l'industrie, la conserve de tous produits", N4 Rue Abdela Azzaqqaq,Casablanca,33.591657 : -7.602544, 62689,Tribunal de Casablanca,,Societe Anonyme, 500 000 
MAGHREBIENNE DE COMMERCE ET CONDITIONNEMENT (PEBIC)," commerce et conditionnement des fruits et primeurs, importation et exportation de tous produits et toutes operations commerciales", 47 Rue De Poissons,Casablanca,33.533333 : -7.583333, 27709,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
EIGHTSIDE, bureau d'etudes d'enquetes et de recherches, Arrondissement Al Bour Cercle 1 Sidi Brahim Douar Ouled Bel Aaguid-palmier,Sidi Youssef Ben Ali (AR),31.614215 : -7.969822, 17931,Tribunal de Marrakech,,Succursale, 100 000 
SUD (ALUMINIUM DU) (ALU SUD), entrepreneur de construction metalliques, Rue Jules Cesar,Casablanca,33.59988 : -7.584362, 44623,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
SOTRAMID, entr de transport de marchandises, Gr Des Figues Entree 5 3eme Etg Aptt 32 Hay Mohammadi,Casablanca,33.586466 : -7.560805, 143965,Tribunal de Casablanca, 000035609000021,Societe a Responsabilite Limitee a Associe Unique, 100 000 
AGADIR (STE D'EXPLOITATION BALNEAIRE DE THALASSOTHERAPIE D') (SESDIR), l'exploitation de centre de thalassotherapie et toutes operations financieres commerciales mobilieres qui s'y rattachant, Place Des Alaouites Immeuble Bnde,Rabat,34.016431 : -6.835039, 21117,Tribunal de Rabat,,Societe Anonyme, 10 000 
BATIRAK INVEST, 1/ promotion a la construction d'immeubles 2/ entrepreneur de travaux divers ou construction, 18 Rue De La Liberte 1er Etage Appt. Ndeg14,Marrakech,31.63571 : -8.01137, 21409,Tribunal de Marrakech, 001540231000088,Societe a Responsabilite Limitee a Associe Unique, 100 000 
PENTA TECHNOLOGIE, entreprise d'installation electriques, 34 Rue De Grenoble Roches Noires,Casablanca,33.60008 : -7.58737, 95589,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
CONFECTION ALAOUI, fabricant de vetements confectionnes, Hay Moulay Abdellah Rue 308 N22,Casablanca,33.5357220535 : -7.59348398049, 59859,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
IMPORTATION ET DE COMMERCIALISATION DE PRODUITS DE BASES (STE D') (SOIMCO), marchand importateur, Chajia Rue De La Foire N7,Agadir-Ida Ou Tanane,30.419307 : -9.594079, 1703,Tribunal de Agadir,,Societe Anonyme, 200 000 
STAR LEATHER, confection de vetement, Hay My Abdellah Rue 265 N23-25,Casablanca,33.544582 : -7.587666, 54813,Tribunal de Casablanca,,Societe Anonyme, 100 000 
OUM CHALOUBA (STE IMMOBILIERE)," promoteur a la construction d'immeubles, lotisseur, marchand de terrain et immeubles", 46 Av Des Far,Casablanca,33.56853 : -7.56009, 51237,Tribunal de Casablanca,,Societe Civile Immobiliere, 10 000 
ORVERT (ORVERT)," etude, amenagement, production, vente de produit agricoles", Lotissement Riad N19 Route D'el Jadida Bir Jdid,El-Jadida,33.371772 : -7.997957, 927,Tribunal de Eljadida,,Societe a Responsabilite Limitee, 20 000 
NOBEL TEXTILES CORPORATION (NOBEL TEX), la confection sous toutes ses formes, Zone Industrielle Route De Tetouan,Tanger-Assilah,35.735182 : -5.765796, 5717,Tribunal de Tanger,,Societe Anonyme, 10 000 
BENZEKRI INTERNATIONAL COMMUNICATION (BENICOM), representant de commerce, Rue Pyramid Belvedere N80,Casablanca,33.59387 : -7.591071, 83179,Tribunal de Casablanca, 001698853000038,Societe a Responsabilite Limitee, 100 000 
MANDIA BROD (STE)," confection, commercialisation, fabrication industrielle de tissu et tissage de tous vetements, tricotage, broderie et bonneterie", Bloc Codia 4 Rue 25 N28bis,Casablanca,33.586466 : -7.560805, 92925,Tribunal de Casablanca, 001429082000028,Societe a Responsabilite Limitee, 100 000 
MGARTO AGRO INDUSTRIE, import export et travaux divers, Lots Cooperative Al Amal N 115,Settat,33.001374 : -7.617374, 213,Tribunal de Ben Ahmed, 000069584000025,Societe a Responsabilite Limitee, 100 000 
ORANO-CHERIFIENNE MAZZELA SCOTTO ET CIE (STE DE NAVIGATION)," operations maritines en general, assurances, charbons, construction et reparation de navires", 126 Bd De La Gare,Casablanca,33.61094 : -7.52826, 1123,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000 
FES (ESE DE CONSTRUCTION DE) (COFES), l'entreprise de tous travaux publics ou prives, 8 Bd Yacoub El Mansour,Casablanca,33.578665 : -7.636865, 41673,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
LIBRAIRIE LETTRE ET PLUME," la societe a pour objet tant au maroc qu'a l'etranger : - l'achat, la vente, la distribution, la representation, l'importation et l'exportation des livres, de tous articles et imprimes de bureau et de fournitures de librairie, d'imprimerie et de papeterie d'une maniere generale le commerce, l'industrie et le service se rapportant a tous produits, matieres ou travaux en relation avec les articles cites ci-dessus ; - la creation, l'acquisition et l'exploitation de toutes affaires de mobilier et materiel de bureau ; - la commercialisation de materiel informatique ; - l'organisation et la coordination de stage d'initiation au metier de librairie - l'organisation de manifestation a caractere culturel de facon generale - la participation ou la prise d'interets sous une forme quelconque, dans toutes entreprises ou societes ayant un objet similaire ou connexe ; et plus generalement, toutes operations immobilieres, mobilieres, industrielles, commerciales ou financieres susceptibles de favoriser"," 335, Angle Rue De Bapaume Et Boulevard Mohammed V, 7eme Etage",Casablanca,33.58694440000001 : -7.6111111000000164, 169149,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
BESTEL (BESTEL), fabricant de television," Km 12,500 Route 110 Bd Chefchaouni",Casablanca,33.607914 : -7.536169, 66091,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
ANATOLIA," importation et exportation e toutes marchandises, materiaux et autres, fabrication commercialisation et negoce de tous produis en bois et aluminium, la commercialisation d'accessoires pour les profiles en bois et en aluminium, la commercialisation de vitrage et tous produits quincaillerie, d'outilla", Residence Rosa Rue 12m Bd Monte Carlo Bourgogne,Casablanca,33.594211 : -7.630168, 98441,Tribunal de Casablanca, 000000228000052,Societe a Responsabilite Limitee, 2 000 000 
CAP-SIM (LA CONSERVERIE), fabricant de conserves, 22 Place Moulay El Hassan,Essaouira,31.512228 : -9.771916, 51,Tribunal de Essaouira,,Societe a Responsabilite Limitee, 10 000 
PENAV MAROC (PENAV MAROC)," l'achat, la vente, la location, la prise a baail, l'armement et l'exploitation de tous navires, toutes operations maritimes, aeriennes...", Tour Des Habous 1er Etage Plateau 14b,Casablanca,33.5735411363 : -7.63289751826, 43139,Tribunal de Casablanca,,Societe Anonyme, 2 000 000 
AIN (STE IMMOBILIERE AL), promoteur a la construction d'immeubles, Souissi Avenue Beni Znassen Clos Saint Maurice N65,Rabat,34.015049 : -6.832719999999995, 41953,Tribunal de Rabat,,Societe Anonyme, 18 500 000 
L'ETUDE MENTOR DE LA REGION DU GHARB," tenant un bureau d'etude, assistance - depannage", 19 Rue Amira Aiche Appt 11 Imm Bouamrani,Kenitra,34.262989 : -6.579585, 25669,Tribunal de Kenitra, 000165864000065,Societe a Responsabilite Limitee, 150 000 
MAGHREBINE DU CONTROL DES GRANDEUR INDUSTRIELLES (LA) (MCGI), entrepreneur d'installations electriques, 734 Houria 3 El Alia,Mohammedia,33.702852 : -7.372212, 1137,Tribunal de Mohammedia, 001509614000016,Societe Anonyme, 100 000 
INDEPENDANTE DES MESSAGERIES AERIENNES (CIE) (CIMA), tout ce qui concerne les transports aeriens, 85 Route De Camp Boulhaut,Casablanca,33.533333 : -7.583333, 10595,Tribunal de Casablanca,,Societe Anonyme, 425 000 
FRANCE-MAROC (STE DES SACHETS DE GRAINES) (SAGRAMMAC), commerce de graines en sachets sous marque (france-maroc), 53 Route De Rabat,Casablanca,33.533333 : -7.583333, 5803,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 4 000 
