Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
BOUJANA (STE), cuir et produits de textils, Imm El Houbouss Impasse General Kettani,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 4451,Tribunal de Agadir,,Societe a Responsabilite Limitee, 60 000 
MALABATA PRESSE," production, publication", Zone Industrielle Route De Tetouan Lot 120,Tanger-Assilah,35.735182 : -5.765796, 8097,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
MAFRA MAROC, marchand effectuant importation et exportation, Lotissement Essalam Lot N 12,Kenitra,34.257394 : -6.590154, 24693,Tribunal de Kenitra,,Societe Anonyme, 10 000 
GLISSIERE (STE MAROCAINE DE), fabrication de fournitures pour tailleur marchand effectuant import-export, 6 Rue El Kassar,Casablanca,33.5863 : -7.63096, 39911,Tribunal de Casablanca,,Societe Anonyme, 10 000 
BOURJOIS (STE)," toutes operations concernant parfumerie, cosmetiques et produits de beaute", 7 Rue Bendahan,Casablanca,33.58694440000001 : -7.6111111000000164, 17481,Tribunal de Casablanca,,Societe Anonyme, 10 000 
BRIQUETERIE ATLAS, fabricant de briques, Ait Yahia Oullad Argalaoun,Azrou (M),33.437414 : -5.222696, 17391,Tribunal de Meknes,,Societe Anonyme, 500 000 
TARGUIST IMPORT EXPORT, import export, Rue Ouali Al Ahd N 9 Bis Targuist,Al Hoceima,35.249299 : -3.93711200000007, 363,Tribunal de Alhoceima,,Societe a Responsabilite Limitee, 100 000 
MAROCAINE (LA CHAINE) (CMA)," vente, achat, location, reprise, transformation art d'or, objet precieux", Rue Beni M'guild Rue 10 N14 Derb Bouchentouf,Casablanca,33.573254 : -7.598515, 31809,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 15 000 
NOUVELLE DE CERAMIQUES ET DE PLASTIQUES (SNOCEP), marchand effectuant import-export, 23 Rue Abdelkrim Diouri,Casablanca,33.59292 : -7.61403, 52185,Tribunal de Casablanca,,Societe Anonyme, 10 000 
ENTREPRISE GENERALE FENNA," batiment, travaux publics, menuiserie, travaux divers de meubles et import-export", Zone Industrielle Lot 46 Bis,Tetouan,35.606115 : -5.308823, 3171,Tribunal de Tetouan,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
FALUSI FRERES DES TRANSCATIONS EXTERIEURES (STE EL) (SEFTEX)," achat, vente, representation, commission, courtage, negoce, commerce de tous produits, exploitation, realisation, transport sous toutes formes..", Route Driouach Lotissement Si-salah Bentayeb,Nador,35.163757 : -2.920911, 2687,Tribunal de Nador, 001516690000054,Societe a Responsabilite Limitee, 100 000 
FRANCAISE VIE (MUTUELLE GENERALE), assurance, Place De L'eglise De L'agudal,Rabat,34.015049 : -6.832719999999995, 9903,Tribunal de Rabat,,Societe Anonyme, 8 325 000 
BOUAMER AGRI (STE), vente et commerce de machines agricoles, Champs De Course N4,Khemisset,33.825762 : -6.071342, 17,Tribunal de Rommani,,Societe a Responsabilite Limitee, 50 000 
STE TETOUAN-PARK, exploitant d'un parking payant, 50 Rue Lafayette 2eme Etage N 2,Tanger-Assilah,35.776625 : -5.809509, 18867,Tribunal de Tanger, 000066028000007,Societe a Responsabilite Limitee, 100 000 
MENARA CHIMIE, industrie des materiaux chimiques et vente en detail, Arset Benasseur Riad Larousse N260,Marrakech-Medina (AR),31.634038871 : -7.989281856, 8449,Tribunal de Marrakech, 001653070000011,Societe a Responsabilite Limitee, 10 000 
INARA (INARA), entreprise d4installations electriques, 37 Bd Sidi Yahya,Oujda-Angad,34.6866667 : -1.91138890000002, 12129,Tribunal de Oujda,,Societe Anonyme, 100 000 
FOUSSEYFISSA (STE) (FOUSSEYFISSA), entrepreneur de batiments, Rue Lamtouna Nahda I N821,Rabat,33.979496 : -6.817738, 42679,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
MAROCAINE ARABE D'INVESTISSEMENT AGRICOLE (STE) (SOMAIA), exploitation d 'investissement agricol, Route De Fes Km 3,Meknes,33.894082 : -5.544582, 17763,Tribunal de Meknes,,Societe a Responsabilite Limitee, 700 000 
AFRAMAR, salon de the et le commerce et import et export en general, Av Med Ben Abdellah Ndeg 59,Tanger-Assilah,35.774865 : -5.81781, 15677,Tribunal de Tanger,,Societe en Nom Collectif, 100 000 
MAREE ET D'EXPORTATION (COMPTOIR D'), mareyage exportation de poisson de la mer fruits..., Boulevard De Bourguignon,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2621,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 12 000 
MAITRISE D'INCENDIE," la vente, l'installation et la maintenance des extincteurs", Rue 4 N129 Erac Bouargane,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 5131,Tribunal de Agadir, 001592119000083,Societe a Responsabilite Limitee, 100 000 
LAMORICIERE (GARAGE)," creation et exploitation d'un fonds de commerce de garage, l'achat et vente de vehicules automobiles", 21 Rue Lamorciere,Casablanca,33.58443 : -7.618604, 22775,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 6 000 
RECHERCHE D'INVESTISSEMENTS EN AFRIQUE (UNION POUR LA) (URIA), industrie commerce commission representation, 345 Av De La Republique,Casablanca,33.58694440000001 : -7.6111111000000164, 22467,Tribunal de Casablanca,,Societe Anonyme, 60 000 
CASA AGRICULTURE ESSADINI SAADA BOUDERHAM (CASAGRI), nourisseur de vaches, Route D'el Jadida Dar Bouazza Km 16,Casablanca,N/A, 70515,Tribunal de Casablanca,,Societe en Nom Collectif, 30 000 
